event_id,device_id,sensor_type,reading,event_time
1129,102,temp,39.92,2025-11-10 06:30:08
1130,138,humidity,74.58,2025-11-08 08:27:05
1131,102,humidity,67.63,2025-11-03 01:38:05
1132,106,pressure,49.38,2025-11-05 13:10:47
1133,114,pressure,49.61,2025-11-03 04:49:38
1134,107,temp,58.48,2025-11-01 08:17:13
1135,139,temp,28.66,2025-11-05 12:39:15
1136,128,temp,67.51,2025-11-06 16:03:52
1137,106,humidity,43.7,2025-11-03 09:09:26
1138,111,humidity,25.46,2025-11-01 19:06:33
1139,138,temp,45.63,2025-11-09 10:41:06
1140,117,humidity,46.51,2025-11-03 09:06:59
1141,120,humidity,39.11,2025-11-08 09:31:11
1142,123,pressure,53.63,2025-11-09 02:05:18
1143,111,humidity,38.4,2025-11-05 18:39:26
1144,123,temp,29.02,2025-11-09 19:29:40
1145,138,pressure,29.74,2025-11-09 00:39:04
1146,120,temp,68.52,2025-11-04 06:15:50
1147,127,humidity,64.8,2025-11-05 08:01:31
1148,109,humidity,58.07,2025-11-10 23:51:25
1149,128,temp,33.23,2025-11-05 05:44:53
1150,110,pressure,51.68,2025-11-10 05:06:05
1151,102,pressure,30.29,2025-11-09 19:26:04
1152,115,temp,39.03,2025-11-07 22:25:05
1153,108,humidity,46.94,2025-11-05 12:55:54
1154,118,humidity,61.75,2025-11-07 07:42:30
1155,113,pressure,49.09,2025-11-06 14:58:02
1156,130,pressure,64.93,2025-11-01 06:03:49
1157,113,temp,58.13,2025-11-09 13:51:14
1158,139,temp,20.73,2025-11-07 09:49:29
1159,107,temp,22.79,2025-11-08 18:20:32
1160,110,humidity,69.36,2025-11-03 15:36:52
1161,101,pressure,62.63,2025-11-03 16:09:37
1162,102,temp,59.17,2025-11-03 10:32:29
1163,112,humidity,58.02,2025-11-04 18:15:56
1164,128,humidity,53.08,2025-11-08 15:57:38
1165,124,temp,35.35,2025-11-04 07:49:41
1166,119,pressure,47.59,2025-11-02 02:10:13
1167,139,temp,49.51,2025-11-06 09:57:42
1168,129,humidity,47.62,2025-10-25 03:48:34
1169,116,humidity,56.06,2025-11-04 04:44:58
1170,130,pressure,64.38,2025-11-05 09:50:43
1171,102,humidity,38.95,2025-11-06 05:31:35
1172,131,pressure,70.59,2025-11-08 02:44:31
1173,138,humidity,49.04,2025-11-05 23:35:54
1174,112,temp,19.67,2025-11-03 23:10:34
1175,117,humidity,38.2,2025-11-06 01:04:19
1176,139,humidity,27.02,2025-11-01 11:54:38
1177,118,humidity,68.22,2025-11-05 12:53:40
1178,124,humidity,45.11,2025-11-09 02:54:12
1179,135,humidity,21.35,2025-11-07 22:31:51
1180,133,pressure,70.97,2025-11-04 10:01:04
1181,120,pressure,61.35,2025-11-09 06:57:02
1182,110,temp,29.96,2025-11-03 17:54:24
1183,114,temp,42.12,2025-11-09 01:37:08
1184,137,pressure,57.54,2025-11-01 06:06:09
1185,104,temp,47.26,2025-11-03 18:48:29
1186,126,temp,62.27,2025-11-06 23:21:38
1187,119,humidity,74.95,2025-11-03 15:43:36
1188,119,pressure,58.2,2025-11-10 21:22:43
1189,120,temp,48.17,2025-11-05 05:36:32
1190,101,pressure,52.76,2025-11-10 04:51:02
1191,118,pressure,48.98,2025-11-04 21:13:07
1192,103,humidity,41.69,2025-11-09 00:27:12
1193,138,pressure,50.26,2025-11-07 05:54:01
1194,100,temp,49.33,2025-11-01 13:51:55
1195,100,pressure,39.77,2025-11-06 06:57:42
1196,131,humidity,68.09,2025-10-25 17:50:37
1197,105,temp,55.58,2025-11-09 11:32:51
1198,102,temp,43.86,2025-11-05 01:30:19
1199,119,humidity,68.43,2025-11-03 07:35:04
1200,102,temp,57.99,2025-11-02 16:31:34
1201,136,humidity,67.74,2025-11-06 11:23:36
1202,138,humidity,19.9,2025-11-01 06:00:52
1203,135,pressure,35.69,2025-11-06 11:05:30
1204,126,temp,36.89,2025-11-08 04:28:13
1205,102,humidity,51.5,2025-11-02 07:57:08
1206,107,humidity,65.08,2025-11-05 00:00:37
1207,117,pressure,56.77,2025-11-06 16:34:11
1208,134,pressure,39.05,2025-11-03 09:07:55
1209,131,humidity,67.67,2025-11-05 19:08:22
1210,116,temp,,2025-11-08 23:24:56
1211,117,pressure,32.11,2025-11-07 10:52:12
1212,107,temp,44.67,2025-11-06 07:56:29
1213,128,pressure,34.6,2025-11-02 20:57:28
1214,118,pressure,14.74,2025-11-10 12:20:03
1215,119,temp,58.5,2025-11-01 17:07:01
1216,135,pressure,75.46,2025-11-02 07:01:05
1217,112,humidity,50.97,2025-11-05 13:31:23
1218,102,temp,34.25,2025-11-06 09:14:53
1219,133,humidity,64.49,2025-11-10 11:57:18
1220,139,humidity,23.26,2025-11-04 23:24:20
1221,104,pressure,23.07,2025-11-07 00:41:52
1222,139,temp,35.24,2025-11-05 07:44:18
1223,101,humidity,32.99,2025-11-10 07:36:47
1224,114,temp,25.26,2025-11-07 23:25:35
1225,127,pressure,35.19,2025-11-09 13:15:00
1226,106,pressure,46.27,2025-11-05 06:19:56
1227,123,pressure,60.71,2025-11-04 02:42:30
1228,100,pressure,37.29,2025-11-02 18:12:11
1229,107,temp,46.93,2025-11-10 23:43:50
1230,107,pressure,59.46,2025-11-09 15:37:28
1231,106,humidity,45.5,2025-11-10 21:54:24
1232,117,temp,57.09,2025-11-01 05:13:51
1233,116,pressure,39.4,2025-11-03 17:31:50
1234,127,pressure,53.43,2025-11-08 07:04:31
1235,101,temp,57.13,2025-11-10 08:41:49
1236,138,temp,33.73,2025-11-05 06:10:45
1237,120,temp,76.3,2025-11-07 16:40:20
1238,134,pressure,35.91,2025-10-25 15:19:46
1239,116,pressure,73.1,2025-11-04 22:34:28
1240,137,humidity,28.21,2025-11-03 10:17:33
1241,101,temp,51.24,2025-11-10 05:04:35
1242,101,temp,42.56,2025-11-09 21:27:49
1243,134,humidity,52.83,2025-11-05 06:26:55
1244,116,temp,59.81,2025-11-07 06:28:03
1245,121,humidity,43.04,2025-11-04 23:52:13
1246,101,humidity,60.77,2025-11-09 13:37:19
1247,106,temp,60.65,2025-11-07 18:59:46
1248,114,pressure,69.56,2025-11-10 17:07:23
1249,139,pressure,81.84,2025-11-09 13:45:40
1250,120,pressure,16.31,2025-11-03 01:47:34
1251,120,temp,40.64,2025-11-02 13:38:35
1252,131,temp,55.38,2025-11-08 07:47:02
1253,113,humidity,51.85,2025-11-08 12:00:31
1254,122,temp,35.31,2025-11-05 04:58:16
1255,114,temp,66.53,2025-11-03 04:47:54
1256,128,temp,70.17,2025-11-10 00:43:23
1257,107,temp,49.74,2025-11-06 11:09:07
1258,113,temp,33.4,2025-11-03 19:53:57
1259,134,humidity,39.58,2025-11-07 09:45:59
1260,119,humidity,63.49,2025-11-05 03:52:57
1261,117,temp,46.48,2025-11-05 18:00:25
1262,102,temp,42.75,2025-11-08 10:51:01
1263,123,temp,51.2,2025-11-08 19:09:31
1264,115,humidity,68.33,2025-11-04 08:07:43
1265,103,temp,31.35,2025-11-03 19:24:32
1266,131,temp,62.3,2025-11-05 17:54:25
1267,105,humidity,32.26,2025-11-03 00:51:12
1268,117,humidity,80.33,2025-11-06 13:14:34
1269,136,temp,49.23,2025-11-05 10:30:46
1270,132,humidity,50.89,2025-11-06 15:45:58
1271,130,temp,48.38,2025-11-03 17:32:02
1272,100,pressure,44.84,2025-11-05 04:10:32
1273,125,pressure,42.16,2025-11-07 01:48:09
1274,123,humidity,61.48,2025-11-02 06:48:50
1275,129,temp,50.14,2025-11-10 22:31:50
1276,131,temp,60.39,2025-11-06 16:40:58
1277,123,pressure,41.75,2025-11-10 02:26:31
1278,137,temp,38.65,2025-11-03 04:25:50
1279,122,humidity,38.3,2025-11-05 22:56:11
1280,121,humidity,67.54,2025-11-04 23:19:45
1281,132,pressure,32.75,2025-11-09 04:22:30
1282,117,humidity,70.3,2025-11-03 10:42:56
1283,119,temp,50.53,2025-11-05 00:47:48
1284,118,humidity,54.99,2025-11-05 10:10:53
1285,133,humidity,73.58,2025-11-09 13:53:47
1286,127,temp,50.05,2025-11-03 21:15:04
1287,124,temp,79.65,2025-11-06 02:59:16
1288,118,humidity,60.68,2025-11-10 19:29:59
1289,119,temp,65.02,2025-11-02 21:31:52
1290,103,humidity,51.04,2025-11-08 01:43:50
1291,127,temp,87.44,2025-11-08 18:48:29
1292,128,humidity,55.3,2025-11-03 05:11:24
1293,137,temp,59.14,2025-11-01 17:34:09
1294,105,pressure,48.46,2025-11-07 06:46:02
1295,132,humidity,67.16,2025-11-01 23:25:56
1296,103,humidity,76.17,2025-11-02 04:10:16
1297,111,temp,32.73,2025-11-07 14:32:44
1298,116,humidity,50.64,2025-11-05 00:24:15
1299,106,pressure,61.4,2025-11-07 22:17:12
1300,116,humidity,52.35,2025-11-09 18:31:51
1301,122,humidity,56.87,2025-11-07 15:15:51
1302,112,temp,60.31,2025-11-04 13:49:45
1303,111,temp,54.17,2025-11-02 20:17:26
1304,117,humidity,51.86,2025-11-04 21:45:51
1305,119,humidity,74.42,2025-11-09 11:15:37
1306,116,pressure,53.74,2025-11-10 08:25:22
1307,131,temp,67.24,2025-11-06 06:31:30
1308,105,temp,51.56,2025-11-07 15:07:46
1309,135,humidity,36.88,2025-11-10 19:58:27
1310,115,temp,37.83,2025-11-05 13:30:22
1311,133,humidity,45.15,2025-11-09 13:14:52
1312,130,temp,56.63,2025-11-07 06:13:32
1313,106,pressure,91.56,2025-11-07 16:19:43
1314,119,humidity,53.02,2025-11-06 08:40:07
1315,138,temp,18.93,2025-11-04 10:34:03
1316,127,humidity,70.56,2025-11-03 00:01:41
1317,109,pressure,58.89,2025-11-07 12:58:31
1318,100,temp,55.38,2025-11-09 11:09:20
1319,124,temp,68.37,2025-11-10 19:04:20
1320,111,temp,48.81,2025-11-01 00:46:32
1321,107,humidity,45.35,2025-11-02 08:14:28
1322,130,humidity,24.51,2025-11-02 18:35:43
1323,132,pressure,35.75,2025-11-01 11:46:13
1324,139,humidity,52.16,2025-11-06 19:05:11
1325,128,temp,58.16,2025-11-10 07:13:04
1326,122,pressure,44.58,2025-11-10 19:20:28
1327,101,pressure,45.49,2025-11-06 21:16:47
1328,107,humidity,56.98,2025-11-09 13:10:14
1329,113,temp,41.48,2025-11-07 08:34:32
1330,105,humidity,29.37,2025-11-02 19:38:29
1331,112,pressure,28.44,2025-11-05 20:00:57
1332,127,pressure,34.91,2025-11-09 19:00:06
1333,135,humidity,50.35,2025-11-01 21:35:53
1334,125,pressure,50.92,2025-11-03 15:48:48
1335,133,pressure,45.63,2025-11-02 12:42:49
1336,101,humidity,22.05,2025-11-03 08:08:18
1337,139,temp,58.81,2025-11-10 00:08:11
1338,121,temp,65.97,2025-11-04 16:37:56
1339,134,temp,82.74,2025-11-10 12:02:01
1340,115,pressure,79.01,2025-11-05 21:05:29
1341,125,pressure,33.39,2025-11-01 10:10:59
1342,109,temp,40.82,2025-11-06 08:39:21
1343,102,pressure,64.83,2025-11-08 10:02:01
1344,106,humidity,44.48,2025-11-07 23:49:48
1345,130,pressure,37.24,2025-11-02 08:55:20
1346,113,humidity,40.07,2025-11-08 14:16:00
1347,137,pressure,79.9,2025-11-04 16:55:54
1348,101,temp,53.48,2025-11-07 15:27:04
1349,105,temp,26.77,2025-11-03 08:38:23
1350,132,humidity,54.42,2025-11-03 09:33:34
1351,115,temp,42.0,2025-11-03 15:24:31
1352,107,pressure,63.64,2025-11-09 22:34:29
1353,112,pressure,55.42,2025-11-07 03:47:41
1354,127,pressure,33.43,2025-11-09 04:00:57
1355,117,pressure,58.12,2025-11-01 00:37:23
1356,132,pressure,64.31,2025-11-04 15:16:31
1357,125,pressure,64.6,2025-11-09 18:13:49
1358,131,pressure,79.12,2025-11-08 00:11:14
1359,132,temp,53.45,2025-11-04 17:06:03
1360,110,humidity,65.56,2025-11-08 22:42:01
1361,125,humidity,50.28,2025-11-08 02:02:33
1362,125,temp,55.16,2025-11-01 23:45:33
1363,131,humidity,53.83,2025-11-07 08:16:12
1364,115,humidity,51.97,2025-11-08 08:16:45
1365,105,pressure,40.35,2025-11-07 05:33:04
1366,112,pressure,35.57,2025-11-01 14:53:37
1367,133,pressure,62.81,2025-11-03 01:09:53
1368,139,temp,27.06,2025-11-04 07:25:31
1369,127,pressure,41.91,2025-11-01 19:44:42
1370,128,temp,62.26,2025-11-04 06:00:07
1371,121,temp,26.52,2025-11-07 02:16:28
1372,126,pressure,61.97,2025-11-03 23:03:39
1373,110,humidity,47.21,2025-11-07 00:00:31
1374,139,pressure,41.0,2025-11-05 14:44:40
1375,109,humidity,34.77,2025-11-08 00:11:03
1376,120,humidity,47.52,2025-11-01 05:41:02
1377,101,humidity,65.38,2025-11-01 08:26:13
1378,123,pressure,52.19,2025-11-08 20:27:12
1379,137,pressure,65.93,2025-11-07 10:25:57
1380,120,temp,25.81,2025-11-06 03:48:52
1381,130,pressure,17.76,2025-11-09 01:28:15
1382,111,pressure,20.58,2025-11-05 23:32:46
1383,116,temp,49.61,2025-11-10 14:04:26
1384,139,pressure,41.51,2025-11-06 12:35:57
1385,137,humidity,50.26,2025-11-03 14:13:44
1386,137,pressure,43.12,2025-11-04 14:51:50
1387,115,temp,69.38,2025-11-02 13:43:38
1388,133,humidity,62.59,2025-11-07 01:17:08
1389,131,pressure,38.78,2025-11-10 15:17:08
1390,116,humidity,27.61,2025-11-06 12:08:45
1391,114,humidity,61.08,2025-11-08 11:13:35
1392,107,pressure,49.32,2025-11-09 13:19:04
1393,105,humidity,50.11,2025-11-05 09:20:38
1394,130,temp,29.25,2025-11-04 03:02:39
1395,139,pressure,27.76,2025-11-01 23:44:00
1396,132,temp,45.57,2025-11-01 04:23:12
1397,132,humidity,65.81,2025-11-08 22:16:20
1398,112,humidity,65.06,2025-11-06 20:24:54
1399,118,pressure,64.93,2025-11-02 18:16:50
1400,136,temp,15.75,2025-11-05 13:45:15
1401,138,temp,45.09,2025-11-03 07:46:40
1402,135,pressure,39.73,2025-11-04 08:27:29
1403,109,temp,52.11,2025-11-04 22:46:21
1404,139,humidity,47.75,2025-11-06 16:42:38
1405,115,temp,53.1,2025-11-06 05:22:45
1406,110,humidity,33.36,2025-11-02 07:10:33
1407,110,humidity,52.64,2025-11-05 07:51:41
1408,139,temp,74.83,2025-11-06 05:05:04
1409,125,temp,51.96,2025-11-10 09:04:36
1410,100,pressure,,2025-11-05 08:13:20
1411,136,temp,77.86,2025-11-01 02:02:50
1412,108,temp,44.28,2025-11-06 17:35:34
1413,117,humidity,69.15,2025-11-02 20:41:22
1414,122,humidity,71.44,2025-11-08 09:05:05
1415,114,temp,66.13,2025-11-07 02:25:54
1416,103,temp,38.04,2025-11-03 07:14:07
1417,118,temp,56.64,2025-11-08 04:42:19
1418,120,humidity,34.36,2025-11-05 09:04:50
1419,133,humidity,85.97,2025-11-05 07:04:35
1420,139,pressure,36.33,2025-11-01 14:08:08
1421,134,humidity,43.05,2025-11-03 22:56:57
1422,103,pressure,52.83,2025-11-04 18:27:53
1423,111,pressure,21.48,2025-11-02 00:07:18
1424,103,temp,59.88,2025-11-04 04:34:30
1425,115,pressure,47.38,2025-11-04 18:58:15
1426,113,humidity,67.61,2025-11-04 12:30:46
1427,118,temp,48.15,2025-11-05 17:31:55
1428,113,humidity,55.42,2025-11-01 04:31:15
1429,127,pressure,53.21,2025-11-06 08:11:18
1430,120,pressure,39.05,2025-11-04 11:56:46
1431,124,temp,73.81,2025-11-04 20:46:56
1432,123,pressure,27.22,2025-11-07 02:17:53
1433,121,temp,32.08,2025-11-08 04:20:46
1434,114,humidity,60.92,2025-11-03 10:18:29
1435,113,pressure,22.16,2025-11-08 22:56:26
1436,112,pressure,68.91,2025-11-09 04:20:17
1437,113,pressure,55.65,2025-11-07 08:18:18
1438,122,humidity,55.16,2025-11-03 17:57:51
1439,100,pressure,24.11,2025-11-09 21:57:52
1440,138,humidity,58.61,2025-11-09 20:12:02
1441,118,humidity,42.85,2025-11-06 00:44:46
1442,108,temp,26.35,2025-11-02 14:21:45
1443,124,temp,45.16,2025-11-02 23:07:31
1444,106,temp,37.6,2025-11-07 22:27:15
1445,111,humidity,49.78,2025-11-01 13:31:16
1446,127,pressure,36.01,2025-11-03 03:32:54
1447,106,humidity,40.79,2025-11-09 09:22:41
1448,105,temp,52.16,2025-11-04 01:55:43
1449,115,temp,62.99,2025-11-05 13:54:11
1450,139,pressure,17.28,2025-11-07 10:48:42
1451,112,temp,45.47,2025-11-03 00:06:08
1452,127,pressure,41.78,2025-11-08 23:59:45
1453,101,humidity,55.82,2025-11-09 20:25:48
1454,131,temp,46.79,2025-11-01 22:44:13
1455,108,pressure,32.8,2025-11-07 22:33:23
1456,115,temp,51.16,2025-11-07 08:53:18
1457,110,pressure,59.9,2025-11-07 14:35:51
1458,136,humidity,64.56,2025-11-02 01:14:07
1459,117,humidity,42.97,2025-11-04 10:55:44
1460,102,pressure,25.49,2025-11-09 03:53:07
1461,116,pressure,46.62,2025-11-07 10:42:09
1462,130,temp,54.13,2025-11-09 14:46:22
1463,111,pressure,53.18,2025-11-06 10:04:48
1464,134,humidity,40.73,2025-11-10 14:58:56
1465,127,pressure,53.78,2025-11-06 03:26:15
1466,138,pressure,36.74,2025-11-01 18:25:03
1467,125,temp,61.64,2025-11-03 07:26:53
1468,136,pressure,,2025-11-05 13:46:08
1469,127,pressure,54.62,2025-11-05 10:31:21
1470,131,pressure,36.3,2025-11-01 18:57:45
1471,105,temp,46.24,2025-11-03 02:05:02
1472,121,humidity,48.41,2025-11-01 14:59:46
1473,114,humidity,72.66,2025-11-07 17:07:12
1474,114,humidity,48.4,2025-11-02 02:11:22
1475,128,humidity,53.83,2025-11-09 00:27:27
1476,107,pressure,50.72,2025-11-07 14:50:11
1477,120,pressure,61.22,2025-11-09 01:10:17
1478,122,pressure,31.22,2025-11-07 08:47:34
1479,102,pressure,53.0,2025-11-09 17:36:39
1480,111,pressure,48.83,2025-11-09 22:00:06
1481,108,pressure,66.14,2025-11-08 05:49:39
1482,119,humidity,59.88,2025-11-04 17:39:08
1483,108,temp,43.55,2025-11-01 09:34:09
1484,108,temp,68.18,2025-11-08 05:47:24
1485,109,temp,42.55,2025-11-01 11:45:26
1486,134,humidity,47.25,2025-11-08 06:52:33
1487,131,pressure,61.87,2025-11-10 09:16:32
1488,108,temp,58.55,2025-11-04 13:16:21
1489,117,humidity,32.76,2025-11-09 14:52:17
1490,120,temp,62.09,2025-11-04 12:16:43
1491,116,pressure,65.0,2025-11-09 20:17:06
1492,110,humidity,58.28,2025-11-10 12:57:56
1493,121,pressure,52.43,2025-11-03 14:39:01
1494,117,pressure,28.02,2025-11-04 13:09:27
1495,114,temp,51.26,2025-11-03 18:11:51
1496,102,pressure,53.81,2025-11-04 06:20:09
1497,100,humidity,41.05,2025-11-10 10:35:03
1498,119,pressure,50.42,2025-11-09 14:08:33
1499,111,temp,34.3,2025-11-04 23:30:05
1500,126,temp,59.21,2025-11-02 15:52:43
1501,126,humidity,49.15,2025-11-05 11:59:06
1502,110,temp,71.81,2025-11-04 00:35:54
1503,119,humidity,65.12,2025-11-09 23:10:07
1504,110,temp,70.96,2025-11-10 05:53:08
1505,131,pressure,36.86,2025-11-09 10:36:36
1506,127,temp,48.69,2025-11-04 20:51:21
1507,107,temp,33.0,2025-11-02 14:47:00
1508,115,humidity,50.44,2025-11-08 00:22:14
1509,117,humidity,40.42,2025-11-10 14:02:14
1510,130,humidity,36.19,2025-11-06 16:43:57
1511,117,pressure,45.7,2025-11-07 11:54:52
1512,111,humidity,66.27,2025-11-08 09:42:53
1513,120,humidity,58.13,2025-11-04 08:31:21
1514,117,humidity,71.51,2025-11-02 18:47:41
1515,108,pressure,47.06,2025-11-09 21:40:56
1516,103,pressure,56.43,2025-11-03 16:22:30
1517,105,temp,35.15,2025-11-10 16:12:07
1518,107,humidity,44.76,2025-11-09 23:04:08
1519,106,humidity,39.56,2025-11-05 19:41:11
1520,123,temp,34.05,2025-11-07 00:17:05
1521,104,humidity,43.25,2025-11-08 00:42:49
1522,125,pressure,31.48,2025-11-01 04:29:43
1523,124,temp,79.94,2025-11-05 18:49:08
1524,135,humidity,46.89,2025-11-02 06:33:52
1525,109,temp,36.68,2025-11-07 04:44:12
1526,137,temp,56.47,2025-11-02 15:51:43
1527,109,temp,50.11,2025-11-05 01:09:18
1528,139,humidity,64.5,2025-11-06 15:39:58
1529,130,humidity,31.78,2025-11-03 12:38:20
1530,100,pressure,57.97,2025-11-01 19:32:02
1531,139,temp,59.71,2025-11-08 08:23:31
1532,130,humidity,40.77,2025-11-04 13:14:15
1533,132,humidity,25.46,2025-11-03 12:04:52
1534,139,humidity,28.17,2025-11-02 15:17:51
1535,118,humidity,69.2,2025-11-04 13:14:18
1536,117,temp,54.15,2025-11-02 14:14:18
1537,119,humidity,66.0,2025-11-06 19:22:45
1538,138,pressure,64.35,2025-11-03 13:43:15
1539,102,humidity,32.68,2025-11-09 14:27:13
1540,131,pressure,38.43,2025-11-04 17:10:12
1541,131,pressure,43.55,2025-11-01 03:15:14
1542,137,pressure,53.58,2025-11-04 17:10:26
1543,109,temp,41.36,2025-11-09 00:19:00
1544,139,pressure,30.99,2025-11-06 22:25:48
1545,111,pressure,61.22,2025-11-03 05:35:55
1546,123,pressure,50.06,2025-11-08 15:07:27
1547,105,pressure,55.45,2025-11-04 02:39:25
1548,132,pressure,51.31,2025-11-06 01:01:13
1549,130,humidity,43.27,2025-11-07 11:32:09
1550,128,humidity,31.52,2025-11-10 00:13:04
1551,137,humidity,58.84,2025-11-06 07:00:19
1552,124,humidity,54.77,2025-11-05 14:07:59
1553,130,temp,73.58,2025-11-01 15:49:43
1554,128,temp,28.56,2025-11-05 10:18:06
1555,105,pressure,36.1,2025-11-09 20:52:20
1556,116,pressure,32.67,2025-11-10 16:14:58
1557,116,temp,37.06,2025-11-02 14:14:51
1558,139,pressure,34.68,2025-11-03 14:55:13
1559,102,pressure,56.79,2025-11-10 15:43:53
1560,135,pressure,40.55,2025-11-04 16:49:58
1561,113,humidity,46.5,2025-11-09 19:24:50
1562,117,temp,44.62,2025-11-10 07:29:17
1563,103,temp,49.26,2025-11-02 01:38:09
1564,137,pressure,25.56,2025-11-01 04:08:31
1565,101,pressure,51.82,2025-11-04 02:01:02
1566,131,pressure,3.08,2025-11-10 07:52:10
1567,102,humidity,58.81,2025-11-10 08:28:10
1568,118,humidity,59.23,2025-11-07 16:39:17
1569,112,temp,55.56,2025-11-02 23:33:03
1570,112,temp,28.52,2025-11-04 23:15:00
1571,109,temp,15.98,2025-11-09 14:36:11
1572,110,humidity,48.9,2025-11-01 08:44:40
1573,116,humidity,54.53,2025-11-02 15:32:19
1574,118,pressure,45.94,2025-11-04 06:25:17
1575,124,pressure,28.51,2025-11-08 11:01:09
1576,113,pressure,51.41,2025-11-05 17:17:48
1577,112,pressure,47.01,2025-11-01 00:56:18
1578,111,temp,66.4,2025-11-08 11:03:21
1579,124,pressure,63.75,2025-11-10 02:50:35
1580,121,humidity,67.45,2025-11-02 03:21:11
1581,130,temp,60.29,2025-11-07 09:18:38
1582,122,pressure,60.77,2025-11-03 14:46:58
1583,109,temp,50.65,2025-11-04 04:34:54
1584,130,pressure,48.81,2025-11-01 03:51:23
1585,129,humidity,51.52,2025-11-01 08:58:52
1586,115,pressure,55.41,2025-11-09 23:56:42
1587,100,pressure,9.01,2025-11-07 19:03:28
1588,111,humidity,69.23,2025-11-05 02:14:48
1589,127,pressure,50.28,2025-11-03 15:14:07
1590,114,humidity,25.16,2025-11-10 16:29:50
1591,101,temp,51.7,2025-11-03 09:35:45
1592,116,pressure,49.09,2025-11-05 17:35:56
1593,132,pressure,26.61,2025-11-08 07:43:32
1594,108,pressure,21.99,2025-11-03 10:20:20
1595,114,humidity,59.51,2025-11-08 16:01:38
1596,128,temp,41.51,2025-11-07 19:36:44
1597,109,pressure,50.99,2025-11-10 11:55:26
1598,106,humidity,54.19,2025-11-03 19:42:29
1599,137,temp,60.26,2025-11-06 06:42:49
1600,133,humidity,45.52,2025-11-07 08:44:33
1601,131,humidity,42.92,2025-11-04 13:56:18
1602,109,humidity,46.59,2025-11-06 12:31:34
1603,136,pressure,56.45,2025-11-05 16:05:46
1604,134,humidity,47.67,2025-11-01 04:53:01
1605,115,temp,43.28,2025-11-06 07:09:21
1606,130,pressure,76.04,2025-11-04 08:30:12
1607,127,pressure,56.79,2025-11-04 18:09:02
1608,125,pressure,68.9,2025-11-07 08:21:55
1609,133,temp,56.56,2025-11-09 12:10:49
1610,105,humidity,36.99,2025-11-10 13:53:15
1611,136,pressure,21.16,2025-11-06 10:58:33
1612,103,humidity,65.94,2025-11-02 03:55:39
1613,104,temp,6.47,2025-11-05 00:06:33
1614,107,humidity,35.87,2025-11-03 09:01:24
1615,115,temp,38.94,2025-11-01 09:42:31
1616,129,pressure,50.89,2025-11-01 08:50:41
1617,134,temp,58.28,2025-11-02 03:49:29
1618,126,pressure,26.15,2025-11-05 10:01:14
1619,111,humidity,47.8,2025-11-09 05:33:31
1620,126,pressure,46.67,2025-11-07 01:56:57
1621,113,pressure,56.24,2025-11-01 08:06:32
1622,114,pressure,65.99,2025-11-05 05:30:14
1623,106,pressure,29.86,2025-11-08 23:52:58
1624,131,temp,56.71,2025-11-06 07:35:32
1625,109,humidity,47.52,2025-11-10 00:01:03
1626,111,temp,37.51,2025-11-01 19:17:13
1627,115,pressure,32.58,2025-11-05 01:04:14
1628,133,humidity,74.33,2025-11-02 21:21:43
1629,105,temp,33.54,2025-11-03 23:24:14
1630,125,pressure,75.65,2025-11-01 00:59:33
1631,117,pressure,32.54,2025-11-09 20:30:54
1632,102,humidity,70.57,2025-11-02 10:24:41
1633,103,humidity,37.53,2025-11-05 06:56:08
1634,138,pressure,48.9,2025-11-05 06:14:29
1635,111,humidity,46.45,2025-11-08 09:33:01
1636,115,humidity,37.33,2025-11-01 19:09:45
1637,136,temp,85.91,2025-11-03 04:33:41
1638,121,temp,40.43,2025-11-09 17:49:04
1639,130,humidity,46.81,2025-11-06 01:16:18
1640,128,temp,59.13,2025-11-01 17:59:47
1641,111,temp,33.12,2025-11-03 23:56:41
1642,114,temp,62.8,2025-11-10 23:10:03
1643,130,humidity,46.19,2025-11-08 17:30:52
1644,125,humidity,58.39,2025-11-03 09:47:31
1645,110,pressure,43.57,2025-11-07 02:28:05
1646,109,temp,46.92,2025-11-06 19:12:47
1647,138,humidity,48.14,2025-11-04 16:34:14
1648,112,humidity,21.25,2025-11-05 23:21:38
1649,124,pressure,41.42,2025-11-09 04:48:28
1650,124,humidity,61.69,2025-11-01 22:55:03
1651,106,humidity,41.82,2025-11-10 15:16:50
1652,126,temp,46.42,2025-11-02 13:17:53
1653,123,pressure,49.97,2025-11-10 06:42:01
1654,111,temp,31.83,2025-11-10 12:01:57
1655,107,humidity,65.55,2025-11-08 15:41:33
1656,104,pressure,69.47,2025-11-04 09:37:34
1657,120,humidity,44.56,2025-11-02 12:35:05
1658,118,humidity,42.31,2025-11-02 20:48:57
1659,111,humidity,13.74,2025-11-06 04:08:47
1660,134,temp,27.86,2025-11-10 18:09:37
1661,138,pressure,63.67,2025-11-06 08:15:59
1662,127,humidity,32.46,2025-11-06 07:55:08
1663,124,pressure,83.43,2025-11-10 23:24:48
1664,100,pressure,41.6,2025-11-02 13:53:45
1665,131,pressure,67.35,2025-11-04 11:16:30
1666,114,humidity,78.5,2025-11-04 17:25:50
1667,133,humidity,45.46,2025-11-06 01:53:18
1668,114,temp,53.86,2025-11-05 10:31:18
1669,116,humidity,45.83,2025-11-02 09:14:37
1670,104,pressure,39.43,2025-11-10 07:26:46
1671,121,temp,42.5,2025-11-01 06:49:58
1672,139,temp,41.61,2025-11-02 00:32:22
