order_id,customer_id,restaurant_id,driver_id,order_ts,estimated_delivery_ts,actual_delivery_ts,order_status,distance_km,order_amount
493,220,17,4,2024-08-02 18:07:34,2024-08-02 19:02:34,2024-08-02 19:04:34,DELIVERED,5.4,199.93
494,220,19,16,2024-03-09 09:38:30,2024-03-09 10:04:30,,ACCEPTED,0.5,393.68
495,182,109,81,2024-10-11 20:07:22,2024-10-11 20:41:22,2024-10-11 21:13:22,DELIVERED,4.97,346.06
496,113,94,59,2024-10-22 10:28:48,2024-10-22 11:08:48,2024-10-22 11:12:48,DELIVERED,2.24,558.86
497,166,46,50,2024-05-05 15:36:47,2024-05-05 16:26:47,2024-05-05 16:51:47,DELIVERED,3.06,727.38
498,138,4,7,2024-03-06 10:16:19,2024-03-06 10:55:19,2024-03-06 10:48:19,DELIVERED,5.73,432.49
499,102,87,45,2024-12-15 17:37:09,2024-12-15 18:27:09,,ACCEPTED,1.33,420.45
500,177,39,18,2024-10-28 18:22:51,2024-10-28 18:51:51,,PLACED,4.91,495.24
501,89,22,13,2024-02-15 15:38:37,2024-02-15 16:16:37,2024-02-15 16:46:37,DELIVERED,3.39,80.0
502,146,61,44,2024-08-01 20:53:03,2024-08-01 21:23:03,2024-08-01 21:53:03,DELIVERED,3.29,229.49
503,82,113,81,2024-11-09 11:49:54,2024-11-09 12:42:54,,ACCEPTED,5.62,80.0
504,141,89,105,2024-01-20 20:02:50,2024-01-20 20:55:50,,PICKED,3.61,734.6
505,108,115,109,2024-11-17 00:23:49,2024-11-17 00:57:49,2024-11-17 01:28:49,DELIVERED,5.19,132.43
506,175,8,45,2024-09-06 22:11:27,2024-09-06 22:38:27,2024-09-06 23:02:27,DELIVERED,5.73,211.82
507,46,44,126,2024-02-26 22:09:18,2024-02-26 23:01:18,,ACCEPTED,6.22,565.3
508,180,107,76,2024-07-29 12:36:35,2024-07-29 13:11:35,2024-07-29 13:10:35,DELIVERED,6.74,590.27
509,96,42,74,2024-05-21 06:08:28,2024-05-21 06:58:28,2024-05-21 07:07:28,DELIVERED,2.34,653.19
510,152,67,9,2024-02-11 17:27:54,2024-02-11 17:53:54,2024-02-11 18:13:54,DELIVERED,0.5,499.14
511,205,25,52,2025-01-28 06:10:22,2025-01-28 06:55:22,,ACCEPTED,5.11,200.87
512,206,3,23,2024-07-04 12:43:53,2024-07-04 13:10:53,,ACCEPTED,5.31,382.79
513,133,25,78,2024-10-04 21:45:26,2024-10-04 22:28:26,,ACCEPTED,2.21,354.41
514,106,119,76,2024-03-22 23:39:52,2024-03-23 00:31:52,,PICKED,7.28,338.29
515,60,3,135,2024-10-18 22:38:51,2024-10-18 23:04:51,,ACCEPTED,5.19,233.82
516,136,44,13,2024-05-05 11:48:07,2024-05-05 12:38:07,2024-05-05 12:31:07,DELIVERED,0.75,600.65
517,91,17,42,2024-02-15 11:52:13,2024-02-15 12:45:13,,PICKED,7.27,366.94
518,89,77,87,2025-01-05 22:45:05,2025-01-05 23:18:05,2025-01-05 23:18:05,DELIVERED,4.09,511.19
519,127,80,101,2024-12-20 11:20:28,2024-12-20 12:10:28,,PLACED,10.02,430.03
520,52,81,21,2025-01-22 22:20:14,2025-01-22 23:12:14,2025-01-22 23:29:14,DELIVERED,3.92,359.69
521,3,26,34,2024-12-04 21:09:02,2024-12-04 22:03:02,2024-12-04 22:38:02,DELIVERED,3.73,80.0
522,201,102,59,2024-05-29 10:02:26,2024-05-29 10:48:26,,ACCEPTED,2.93,453.7
523,78,72,56,2024-01-27 05:21:06,2024-01-27 05:47:06,2024-01-27 06:01:06,DELIVERED,2.95,269.14
524,106,92,2,2024-01-07 13:43:36,2024-01-07 14:33:36,2024-01-07 14:54:36,DELIVERED,5.52,600.76
525,103,54,24,2024-07-13 13:28:37,2024-07-13 13:55:37,,ACCEPTED,7.47,389.26
526,98,2,88,2024-09-03 09:47:04,2024-09-03 10:23:04,2024-09-03 10:35:04,DELIVERED,7.43,542.18
527,129,115,138,2024-06-06 03:29:30,2024-06-06 04:19:30,2024-06-06 04:54:30,DELIVERED,4.64,117.42
528,122,90,25,2024-05-20 13:34:10,2024-05-20 14:23:10,2024-05-20 14:22:10,DELIVERED,2.78,221.35
529,52,67,53,2024-11-04 13:06:06,2024-11-04 13:33:06,,PICKED,3.67,371.89
530,104,18,69,2024-05-30 16:40:38,2024-05-30 17:33:38,,CANCELLED,3.74,304.12
531,210,82,111,2024-06-21 16:06:17,2024-06-21 16:51:17,2024-06-21 17:19:17,DELIVERED,3.38,88.79
532,131,40,140,2024-11-13 03:37:04,2024-11-13 04:03:04,2024-11-13 03:59:04,DELIVERED,5.19,315.68
533,102,22,116,2024-09-21 15:45:07,2024-09-21 16:37:07,2024-09-21 16:32:07,DELIVERED,6.93,80.0
534,58,44,77,2024-01-05 13:03:12,2024-01-05 13:33:12,,ACCEPTED,4.61,135.17
535,89,83,127,2024-09-13 05:04:29,2024-09-13 05:42:29,2024-09-13 05:45:29,DELIVERED,5.51,383.07
536,59,31,57,2024-10-21 06:24:08,2024-10-21 07:10:08,2024-10-21 07:13:08,DELIVERED,7.69,357.01
537,200,4,118,2024-07-02 05:04:37,2024-07-02 05:33:37,2024-07-02 05:26:37,DELIVERED,3.21,171.56
538,146,46,6,2024-04-28 13:52:53,2024-04-28 14:36:53,,PICKED,7.62,196.31
539,66,59,129,2025-01-13 10:08:09,2025-01-13 10:46:09,2025-01-13 10:44:09,DELIVERED,4.63,570.87
540,2,8,110,2024-08-13 12:24:22,2024-08-13 12:55:22,2024-08-13 13:08:22,DELIVERED,6.48,519.44
541,3,13,40,2024-04-07 20:50:37,2024-04-07 21:28:37,,PLACED,4.71,80.0
542,129,40,102,2024-01-27 11:06:44,2024-01-27 11:42:44,2024-01-27 11:38:44,DELIVERED,6.07,501.1
543,131,6,36,2024-05-18 21:16:36,2024-05-18 22:08:36,,ACCEPTED,5.13,482.73
544,133,71,36,2024-11-14 18:43:11,2024-11-14 19:35:11,2024-11-14 19:47:11,DELIVERED,6.96,155.64
545,32,1,89,2024-06-14 00:42:30,2024-06-14 01:20:30,,PICKED,6.84,464.22
546,216,54,94,2024-05-22 00:14:12,2024-05-22 01:09:12,,PLACED,3.19,417.98
547,209,72,51,2024-02-22 10:11:54,2024-02-22 10:39:54,2024-02-22 10:47:54,DELIVERED,2.24,176.88
548,173,73,44,2024-05-29 04:39:02,2024-05-29 05:19:02,2024-05-29 05:12:02,DELIVERED,6.56,121.62
549,209,55,24,2024-09-05 09:41:54,2024-09-05 10:17:54,,ACCEPTED,5.39,234.69
550,92,51,93,2024-03-23 23:27:27,2024-03-24 00:08:27,,PICKED,2.91,102.17
551,53,21,87,2024-03-21 16:06:05,2024-03-21 16:47:05,,ACCEPTED,6.4,221.6
552,168,83,85,2024-06-26 08:08:43,2024-06-26 08:48:43,2024-06-26 09:07:43,DELIVERED,6.24,455.52
553,175,34,55,2024-03-06 20:20:47,2024-03-06 20:51:47,2024-03-06 20:44:47,DELIVERED,2.16,600.94
554,97,49,98,2024-10-30 14:55:16,2024-10-30 15:25:16,2024-10-30 15:50:16,DELIVERED,3.02,431.46
555,220,84,78,2024-10-14 21:18:55,2024-10-14 22:09:55,2024-10-14 22:32:55,DELIVERED,9.08,241.09
556,97,15,81,2025-01-06 10:17:47,2025-01-06 10:57:47,2025-01-06 11:30:47,DELIVERED,7.45,192.02
557,159,54,41,2024-07-20 15:30:52,2024-07-20 16:10:52,,CANCELLED,2.55,319.76
558,215,78,100,2024-11-16 20:50:45,2024-11-16 21:44:45,,ACCEPTED,0.96,278.17
559,61,118,106,2024-09-26 14:17:40,2024-09-26 14:42:40,2024-09-26 14:36:40,DELIVERED,5.11,205.67
560,206,74,138,2024-04-22 03:54:42,2024-04-22 04:33:42,2024-04-22 04:30:42,DELIVERED,2.79,317.44
561,81,43,105,2024-04-29 04:32:14,2024-04-29 04:57:14,2024-04-29 05:01:14,DELIVERED,4.62,621.54
562,40,9,10,2024-09-24 13:37:19,2024-09-24 14:08:19,,PICKED,5.99,757.79
563,62,72,84,2024-01-17 20:22:52,2024-01-17 21:16:52,2024-01-17 21:06:52,DELIVERED,6.64,541.17
564,90,111,29,2024-01-29 11:35:00,2024-01-29 12:22:00,,PLACED,3.82,516.86
565,66,9,82,2024-11-11 07:56:11,2024-11-11 08:21:11,,CANCELLED,5.11,458.12
566,20,109,115,2024-05-18 17:38:00,2024-05-18 18:10:00,,CANCELLED,2.51,393.65
567,194,89,118,2024-05-28 11:12:59,2024-05-28 12:00:59,,CANCELLED,5.05,491.52
568,71,93,72,2024-04-30 07:57:53,2024-04-30 08:23:53,,ACCEPTED,2.36,389.19
569,5,102,82,2024-06-14 10:11:10,2024-06-14 11:02:10,2024-06-14 11:05:10,DELIVERED,5.65,298.16
570,178,42,70,2024-10-26 10:52:52,2024-10-26 11:34:52,,PLACED,2.82,117.3
571,178,12,43,2024-09-09 22:38:58,2024-09-09 23:11:58,2024-09-09 23:19:58,DELIVERED,3.98,472.69
572,113,7,45,2024-04-17 06:20:18,2024-04-17 06:45:18,,PLACED,5.66,231.23
573,124,24,115,2024-07-26 00:33:25,2024-07-26 01:16:25,,PLACED,3.36,335.66
574,120,84,6,2024-09-27 22:37:55,2024-09-27 23:13:55,,ACCEPTED,7.24,365.78
575,192,3,4,2024-05-13 18:52:25,2024-05-13 19:30:25,2024-05-13 19:58:25,DELIVERED,1.93,795.97
576,88,36,97,2024-08-08 00:40:59,2024-08-08 01:33:59,2024-08-08 01:44:59,DELIVERED,9.3,717.34
577,138,30,67,2024-07-27 21:43:04,2024-07-27 22:28:04,2024-07-27 22:20:04,DELIVERED,3.63,301.77
578,86,119,95,2024-06-05 03:37:05,2024-06-05 04:09:05,2024-06-05 04:41:05,DELIVERED,7.1,554.45
579,109,83,134,2024-12-24 10:59:31,2024-12-24 11:43:31,2024-12-24 11:53:31,DELIVERED,6.36,362.16
580,9,83,63,2024-12-15 21:37:42,2024-12-15 22:14:42,2024-12-15 22:30:42,DELIVERED,2.56,322.83
581,117,41,32,2024-06-12 09:16:20,2024-06-12 09:49:20,,CANCELLED,3.71,81.85
582,125,78,1,2024-02-01 11:56:09,2024-02-01 12:28:09,,PICKED,6.98,80.0
583,161,9,123,2024-06-21 22:02:31,2024-06-21 22:27:31,,PLACED,5.81,287.89
584,50,54,82,2025-01-23 17:18:35,2025-01-23 17:48:35,,PICKED,6.21,80.0
585,199,100,139,2024-07-08 20:59:09,2024-07-08 21:41:09,,ACCEPTED,5.87,423.22
586,22,10,66,2024-04-22 04:02:48,2024-04-22 04:29:48,2024-04-22 04:54:48,DELIVERED,2.82,476.15
587,132,32,84,2024-10-11 14:36:19,2024-10-11 15:14:19,,ACCEPTED,7.13,430.44
588,130,98,20,2024-08-21 13:37:41,2024-08-21 14:11:41,,ACCEPTED,6.14,330.29
589,167,95,89,2024-02-26 10:40:28,2024-02-26 11:34:28,2024-02-26 11:24:28,DELIVERED,4.81,192.46
590,37,15,22,2024-02-12 22:48:23,2024-02-12 23:20:23,,PICKED,5.16,256.37
591,158,39,14,2024-08-17 20:38:56,2024-08-17 21:32:56,2024-08-17 21:57:56,DELIVERED,6.29,80.0
592,200,32,133,2024-04-15 22:24:09,2024-04-15 23:11:09,,PICKED,8.34,607.26
593,22,112,96,2024-12-09 02:59:07,2024-12-09 03:51:07,2024-12-09 04:21:07,DELIVERED,1.76,80.0
594,191,93,77,2024-11-18 11:57:16,2024-11-18 12:23:16,2024-11-18 12:51:16,DELIVERED,3.14,453.64
595,181,90,123,2024-04-12 08:39:26,2024-04-12 09:18:26,,CANCELLED,1.83,452.05
596,159,73,129,2024-09-28 00:15:04,2024-09-28 00:42:04,2024-09-28 00:34:04,DELIVERED,5.95,334.3
597,179,29,85,2024-01-25 14:39:47,2024-01-25 15:04:47,2024-01-25 14:58:47,DELIVERED,1.2,505.07
598,77,79,109,2024-12-23 14:55:18,2024-12-23 15:34:18,,PICKED,3.35,618.62
599,200,37,40,2024-09-24 14:41:16,2024-09-24 15:06:16,2024-09-24 15:34:16,DELIVERED,4.78,245.82
600,99,94,4,2024-02-24 06:12:33,2024-02-24 06:52:33,,ACCEPTED,2.56,679.5
601,99,87,32,2024-02-08 16:48:44,2024-02-08 17:24:44,2024-02-08 17:19:44,DELIVERED,0.89,358.47
602,89,116,44,2024-08-21 11:24:05,2024-08-21 12:03:05,,ACCEPTED,5.05,322.17
603,94,64,122,2024-03-24 09:03:29,2024-03-24 09:29:29,,PICKED,8.5,177.09
604,202,97,69,2024-03-30 22:23:37,2024-03-30 23:04:37,,ACCEPTED,5.31,113.53
605,9,32,75,2024-03-29 16:58:33,2024-03-29 17:37:33,,PICKED,2.61,811.18
606,149,57,86,2024-05-13 08:44:59,2024-05-13 09:20:59,2024-05-13 09:30:59,DELIVERED,0.5,327.01
607,55,97,60,2024-03-26 03:04:35,2024-03-26 03:29:35,,ACCEPTED,4.15,304.32
608,146,92,38,2024-07-14 02:18:44,2024-07-14 02:57:44,,PICKED,1.49,112.15
609,73,110,80,2024-03-13 21:46:04,2024-03-13 22:24:04,2024-03-13 22:40:04,DELIVERED,3.05,433.39
610,127,95,98,2024-12-03 12:57:35,2024-12-03 13:37:35,2024-12-03 13:51:35,DELIVERED,3.96,358.21
611,212,48,85,2024-10-03 22:19:16,2024-10-03 22:59:16,,CANCELLED,5.34,397.92
612,215,31,70,2024-01-25 17:27:08,2024-01-25 18:03:08,,PLACED,2.0,150.22
613,38,55,87,2024-10-06 01:24:55,2024-10-06 02:03:55,,ACCEPTED,4.54,400.22
614,57,9,27,2024-03-17 05:54:08,2024-03-17 06:49:08,,PICKED,3.24,264.89
615,165,8,82,2024-08-10 03:16:11,2024-08-10 04:04:11,2024-08-10 04:02:11,DELIVERED,4.06,256.08
616,128,81,117,2024-06-10 04:10:41,2024-06-10 04:54:41,,PLACED,5.86,459.25
617,73,117,95,2024-08-16 00:54:03,2024-08-16 01:37:03,,PICKED,3.92,253.9
618,64,19,32,2024-01-31 10:39:02,2024-01-31 11:06:02,,ACCEPTED,1.45,638.31
619,130,26,36,2024-11-05 20:32:21,2024-11-05 21:10:21,,PICKED,8.22,285.62
620,124,41,7,2024-01-21 08:09:58,2024-01-21 08:48:58,2024-01-21 09:13:58,DELIVERED,4.64,80.0
621,195,39,12,2024-10-11 09:15:33,2024-10-11 10:00:33,,PLACED,3.61,385.09
622,63,46,34,2024-08-01 08:41:22,2024-08-01 09:36:22,2024-08-01 09:33:22,DELIVERED,2.73,736.86
623,153,47,83,2024-07-30 04:49:34,2024-07-30 05:37:34,,ACCEPTED,1.22,252.43
624,29,40,74,2024-02-28 14:37:51,2024-02-28 15:20:51,,PLACED,6.57,147.91
625,156,44,73,2024-01-06 19:16:46,2024-01-06 19:59:46,2024-01-06 20:17:46,DELIVERED,4.44,231.63
626,186,80,29,2025-01-24 09:09:07,2025-01-24 09:55:07,2025-01-24 09:45:07,DELIVERED,4.8,314.88
627,204,90,2,2024-09-25 03:27:51,2024-09-25 04:08:51,2024-09-25 04:08:51,DELIVERED,9.25,266.65
628,146,12,120,2024-03-02 13:57:45,2024-03-02 14:23:45,,ACCEPTED,5.76,313.89
629,77,1,87,2024-01-17 17:13:07,2024-01-17 17:40:07,2024-01-17 17:46:07,DELIVERED,1.97,521.94
630,97,59,96,2024-07-10 16:06:07,2024-07-10 17:01:07,,CANCELLED,2.17,538.8
631,121,104,135,2024-04-28 15:36:28,2024-04-28 16:17:28,2024-04-28 16:37:28,DELIVERED,4.07,281.45
632,114,96,2,2024-12-11 07:31:30,2024-12-11 08:01:30,2024-12-11 08:06:30,DELIVERED,5.32,451.97
633,183,64,126,2024-08-16 06:30:39,2024-08-16 06:57:39,,PICKED,5.59,80.0
634,51,107,43,2024-05-01 02:10:52,2024-05-01 03:03:52,,ACCEPTED,3.67,172.19
635,92,25,21,2024-05-31 15:19:28,2024-05-31 15:46:28,2024-05-31 16:07:28,DELIVERED,6.95,600.26
636,20,3,95,2024-09-28 15:27:14,2024-09-28 16:20:14,2024-09-28 16:45:14,DELIVERED,5.5,187.64
637,100,63,40,2024-04-01 10:04:24,2024-04-01 10:39:24,,PICKED,3.23,119.57
638,178,78,64,2024-02-26 15:56:22,2024-02-26 16:42:22,,PICKED,1.85,92.13
639,32,6,91,2024-07-28 05:37:17,2024-07-28 06:17:17,,PICKED,6.0,554.34
640,102,106,135,2024-12-09 08:36:42,2024-12-09 09:09:42,2024-12-09 09:00:42,DELIVERED,5.68,550.34
641,111,58,100,2025-01-08 06:45:30,2025-01-08 07:30:30,2025-01-08 07:20:30,DELIVERED,1.59,233.11
642,79,68,39,2024-06-30 09:58:41,2024-06-30 10:25:41,,PICKED,4.45,163.77
643,181,92,51,2024-05-03 22:32:38,2024-05-03 23:04:38,2024-05-03 23:16:38,DELIVERED,2.0,80.0
644,72,106,140,2024-04-12 07:47:17,2024-04-12 08:28:17,2024-04-12 08:34:17,DELIVERED,5.25,459.89
645,73,38,36,2024-05-18 09:39:43,2024-05-18 10:32:43,2024-05-18 11:04:43,DELIVERED,3.78,454.21
646,58,111,80,2024-05-08 05:00:47,2024-05-08 05:39:47,,CANCELLED,2.25,371.85
647,213,102,135,2024-03-03 06:46:19,2024-03-03 07:37:19,,PICKED,1.12,357.97
648,197,15,62,2024-07-07 07:28:18,2024-07-07 08:05:18,2024-07-07 08:16:18,DELIVERED,2.63,343.8
649,152,93,112,2024-11-06 22:42:23,2024-11-06 23:19:23,2024-11-06 23:21:23,DELIVERED,3.8,157.96
650,50,86,43,2024-07-21 13:19:20,2024-07-21 14:06:20,2024-07-21 14:26:20,DELIVERED,2.38,248.59
651,86,19,83,2024-06-19 23:25:50,2024-06-20 00:14:50,,PLACED,2.82,149.69
652,82,52,39,2024-07-20 05:56:38,2024-07-20 06:33:38,2024-07-20 06:31:38,DELIVERED,7.83,146.37
653,180,45,134,2024-11-19 04:14:40,2024-11-19 05:05:40,,PICKED,1.26,363.38
654,213,71,40,2024-08-17 07:48:21,2024-08-17 08:32:21,,PLACED,4.47,514.59
655,125,59,93,2024-02-11 20:39:30,2024-02-11 21:28:30,,PLACED,1.55,350.64
656,120,74,109,2025-01-24 02:12:42,2025-01-24 03:03:42,2025-01-24 02:57:42,DELIVERED,3.73,387.93
657,173,63,21,2024-08-22 15:09:18,2024-08-22 16:03:18,,ACCEPTED,3.77,255.82
658,132,27,52,2024-05-08 04:17:41,2024-05-08 05:03:41,,PICKED,6.68,316.2
659,17,82,38,2024-09-12 10:37:19,2024-09-12 11:08:19,2024-09-12 11:03:19,DELIVERED,4.96,783.19
660,159,47,14,2024-01-07 18:35:27,2024-01-07 19:10:27,,PICKED,1.79,191.81
661,42,112,108,2024-06-04 08:42:21,2024-06-04 09:37:21,,ACCEPTED,5.0,80.0
662,202,41,86,2024-09-24 15:22:07,2024-09-24 16:16:07,2024-09-24 16:16:07,DELIVERED,4.86,191.5
663,61,36,122,2024-01-21 04:21:16,2024-01-21 05:06:16,2024-01-21 05:12:16,DELIVERED,6.67,338.5
664,214,1,35,2024-11-26 11:55:23,2024-11-26 12:29:23,2024-11-26 12:29:23,DELIVERED,6.78,477.53
665,165,100,22,2024-05-22 21:51:34,2024-05-22 22:33:34,2024-05-22 22:35:34,DELIVERED,4.79,80.0
666,55,102,108,2024-09-26 15:08:04,2024-09-26 15:36:04,2024-09-26 16:00:04,DELIVERED,7.29,385.92
667,119,35,38,2024-06-29 14:02:39,2024-06-29 14:45:39,2024-06-29 14:46:39,DELIVERED,5.11,250.6
668,83,105,121,2024-11-01 18:47:26,2024-11-01 19:24:26,2024-11-01 19:14:26,DELIVERED,5.97,308.47
669,82,79,37,2024-02-12 10:12:18,2024-02-12 10:37:18,,ACCEPTED,3.39,194.65
670,85,29,136,2024-01-04 06:06:59,2024-01-04 06:42:59,2024-01-04 06:44:59,DELIVERED,5.34,80.0
671,199,108,51,2024-03-31 02:22:48,2024-03-31 02:49:48,,PICKED,2.62,402.05
672,169,81,118,2024-05-01 00:05:13,2024-05-01 00:59:13,2024-05-01 01:22:13,DELIVERED,2.17,206.88
673,196,65,81,2025-01-10 00:15:53,2025-01-10 01:04:53,2025-01-10 01:36:53,DELIVERED,6.78,282.2
674,61,37,64,2024-03-14 08:07:31,2024-03-14 08:46:31,2024-03-14 09:17:31,DELIVERED,3.94,137.94
675,100,31,27,2024-04-03 05:39:10,2024-04-03 06:18:10,,ACCEPTED,3.66,453.49
676,57,52,23,2024-12-14 00:41:41,2024-12-14 01:12:41,,ACCEPTED,6.2,583.42
677,58,86,106,2024-04-10 05:03:02,2024-04-10 05:52:02,,PLACED,2.7,259.98
678,39,1,60,2024-02-20 07:26:53,2024-02-20 08:17:53,,PICKED,4.69,251.64
679,4,53,132,2024-10-05 05:23:56,2024-10-05 06:05:56,,PLACED,1.86,294.08
680,100,87,74,2024-06-03 13:50:49,2024-06-03 14:32:49,,ACCEPTED,7.45,412.15
681,126,115,60,2024-01-17 20:46:11,2024-01-17 21:12:11,2024-01-17 21:47:11,DELIVERED,3.32,188.1
682,32,34,31,2024-04-15 06:12:25,2024-04-15 06:50:25,2024-04-15 07:17:25,DELIVERED,5.63,327.99
683,100,67,119,2025-01-28 20:24:48,2025-01-28 20:51:48,2025-01-28 21:22:48,DELIVERED,7.0,453.4
684,40,78,124,2024-02-06 17:32:01,2024-02-06 18:15:01,2024-02-06 18:33:01,DELIVERED,3.46,405.39
685,12,62,130,2024-09-18 15:25:02,2024-09-18 16:07:02,,PICKED,4.94,80.0
686,150,1,71,2024-09-23 12:15:10,2024-09-23 13:00:10,,ACCEPTED,8.45,502.99
687,151,55,80,2024-01-28 06:00:48,2024-01-28 06:29:48,2024-01-28 06:19:48,DELIVERED,3.79,441.3
688,14,94,27,2024-02-26 01:43:19,2024-02-26 02:37:19,2024-02-26 03:01:19,DELIVERED,5.99,452.62
689,67,20,44,2025-01-17 14:32:37,2025-01-17 15:04:37,,CANCELLED,4.7,532.21
690,79,106,18,2024-03-05 16:13:21,2024-03-05 16:40:21,2024-03-05 16:40:21,DELIVERED,3.18,482.18
691,179,48,103,2024-03-11 21:43:26,2024-03-11 22:17:26,,ACCEPTED,8.84,443.7
692,138,114,118,2024-01-25 15:28:13,2024-01-25 15:59:13,,PICKED,5.47,143.78
693,189,45,111,2024-06-09 17:45:59,2024-06-09 18:40:59,,PICKED,5.16,340.12
694,172,64,10,2024-01-02 05:17:53,2024-01-02 06:09:53,2024-01-02 06:23:53,DELIVERED,4.01,240.21
695,104,105,108,2024-04-26 00:02:44,2024-04-26 00:55:44,2024-04-26 01:09:44,DELIVERED,3.32,270.05
696,154,84,99,2024-07-26 17:27:25,2024-07-26 18:18:25,,PLACED,7.16,310.33
697,93,78,115,2024-07-07 11:39:25,2024-07-07 12:11:25,2024-07-07 12:02:25,DELIVERED,0.5,247.28
698,29,90,26,2024-01-29 05:57:52,2024-01-29 06:35:52,2024-01-29 06:34:52,DELIVERED,3.63,138.74
699,154,41,82,2025-01-03 03:13:01,2025-01-03 03:59:01,,PICKED,0.64,350.55
700,94,68,95,2025-02-01 15:27:20,2025-02-01 15:55:20,2025-02-01 16:01:20,DELIVERED,9.12,315.19
701,70,57,102,2024-11-13 14:44:28,2024-11-13 15:10:28,,ACCEPTED,3.92,536.89
702,41,48,80,2024-05-05 01:22:25,2024-05-05 01:53:25,,PICKED,3.67,426.29
703,128,25,139,2025-01-08 05:45:25,2025-01-08 06:26:25,2025-01-08 06:47:25,DELIVERED,6.5,123.96
704,10,101,113,2024-02-18 20:55:34,2024-02-18 21:24:34,2024-02-18 21:36:34,DELIVERED,6.22,221.72
705,11,10,2,2024-03-14 16:07:12,2024-03-14 16:42:12,,PICKED,6.89,534.59
706,217,36,111,2024-10-26 20:44:10,2024-10-26 21:26:10,2024-10-26 21:37:10,DELIVERED,7.59,320.12
707,16,5,96,2024-05-14 12:12:29,2024-05-14 12:47:29,2024-05-14 12:45:29,DELIVERED,4.52,190.33
708,211,11,102,2024-09-26 15:33:25,2024-09-26 16:23:25,2024-09-26 16:21:25,DELIVERED,6.22,289.34
709,190,56,131,2024-10-27 10:27:13,2024-10-27 11:04:13,2024-10-27 11:04:13,DELIVERED,6.74,323.77
710,28,26,48,2024-01-23 05:05:19,2024-01-23 05:44:19,2024-01-23 06:05:19,DELIVERED,6.29,80.0
711,78,118,105,2024-08-23 23:24:58,2024-08-23 23:55:58,,CANCELLED,1.29,434.13
712,155,117,101,2025-01-05 00:21:53,2025-01-05 00:51:53,2025-01-05 01:04:53,DELIVERED,0.88,298.22
713,144,38,8,2024-04-17 06:23:01,2024-04-17 07:08:01,2024-04-17 07:24:01,DELIVERED,3.77,175.22
714,8,69,49,2024-03-30 23:36:45,2024-03-31 00:13:45,2024-03-31 00:46:45,DELIVERED,1.1,297.62
715,147,95,5,2024-06-16 10:45:00,2024-06-16 11:16:00,,PLACED,4.31,238.32
716,128,38,4,2024-12-09 08:50:58,2024-12-09 09:16:58,,ACCEPTED,6.13,277.84
717,11,113,19,2024-03-31 01:19:22,2024-03-31 01:44:22,,PICKED,3.16,265.5
718,169,32,69,2024-05-30 02:11:11,2024-05-30 02:43:11,2024-05-30 02:36:11,DELIVERED,3.34,227.19
719,184,46,56,2024-06-21 04:00:50,2024-06-21 04:32:50,,ACCEPTED,7.09,304.69
720,199,40,85,2024-01-03 21:36:00,2024-01-03 22:22:00,,PICKED,5.7,451.65
721,188,94,111,2024-10-07 00:30:40,2024-10-07 01:03:40,,PICKED,5.51,310.96
722,119,9,109,2024-06-11 12:09:24,2024-06-11 12:35:24,,PLACED,5.0,654.28
723,36,93,71,2024-08-07 12:52:16,2024-08-07 13:39:16,2024-08-07 13:31:16,DELIVERED,3.39,445.87
724,213,96,51,2024-01-21 09:27:28,2024-01-21 10:08:28,,ACCEPTED,2.91,153.84
725,77,8,31,2024-08-16 20:35:05,2024-08-16 21:29:05,,CANCELLED,4.83,602.99
726,120,17,58,2024-10-26 08:25:27,2024-10-26 08:57:27,,PLACED,6.02,348.49
727,146,21,58,2024-07-24 09:08:34,2024-07-24 09:49:34,2024-07-24 09:48:34,DELIVERED,5.47,299.78
728,199,113,72,2024-01-26 11:21:53,2024-01-26 11:55:53,,PICKED,5.62,366.06
729,130,3,53,2024-10-11 07:18:40,2024-10-11 07:54:40,2024-10-11 07:48:40,DELIVERED,5.21,525.74
730,159,29,122,2024-02-07 17:05:43,2024-02-07 17:50:43,2024-02-07 17:58:43,DELIVERED,5.06,253.44
731,190,56,122,2024-04-05 07:04:39,2024-04-05 07:39:39,2024-04-05 07:48:39,DELIVERED,4.04,262.8
732,30,7,74,2024-06-17 15:25:03,2024-06-17 16:01:03,,ACCEPTED,3.45,372.24
733,87,37,16,2025-01-27 00:20:01,2025-01-27 00:46:01,,PICKED,0.87,242.53
734,100,15,1,2024-02-17 19:54:47,2024-02-17 20:30:47,2024-02-17 20:53:47,DELIVERED,6.0,80.0
735,82,53,109,2024-03-21 20:52:26,2024-03-21 21:24:26,2024-03-21 21:44:26,DELIVERED,10.45,104.34
736,91,89,9,2024-09-14 10:29:34,2024-09-14 11:01:34,2024-09-14 10:57:34,DELIVERED,3.19,286.46
737,127,43,80,2024-11-29 06:26:24,2024-11-29 07:15:24,2024-11-29 07:34:24,DELIVERED,7.22,248.04
738,50,70,64,2025-01-26 01:36:12,2025-01-26 02:13:12,,PLACED,4.41,80.0
739,149,60,112,2024-12-13 09:27:44,2024-12-13 09:57:44,2024-12-13 10:12:44,DELIVERED,4.04,424.25
740,57,48,29,2024-11-06 21:58:23,2024-11-06 22:45:23,,ACCEPTED,4.64,284.93
741,11,116,115,2024-04-28 16:42:44,2024-04-28 17:29:44,2024-04-28 17:56:44,DELIVERED,4.41,309.37
